word,status,calification,definition,word_length,language
DECIR,true,"""verbo transitivo""","""Manifestar con palabras el pensamiento hablar articular2 recitar parlotear parlar ponerse bosticar callar silenciar omitir""",5,esp
DEMÁS,true,"""adjetivo""","""precedido de los artículos lo la los las con el sentido de lo otro la otra los otros o los restantes las otras o las restantes y demás compañeros""",5,esp
DANTA,true,"""nombre femenino""","""alce1 ante1 anta1""",5,esp
DEPONER,true,"""verbo transitivo""","""Dejar separar apartar de sí apartar separar dejar remover despojar""",7,esp
DESDAR,true,"""verbo transitivo""","""Dar vueltas en sentido inverso a un manubrio carrete o cuerda para deshacer otras vueltas anteriores rebobinar""",6,esp
DESE,true,"""contracción""","""De ese""",4,esp
DESÚS,true,"""locución adverbial""","""encima.""",5,esp
DATAR,true,"""verbo transitivo""","""Poner la data fechar apuntar anotar escribir""",5,esp
DEBER,true,"""verbo transitivo""","""Estar obligado a algo por la ley divina natural o positiva Deberse a la patria""",5,esp
DÍADA,true,"""nombre femenino""","""Pareja de dos seres o cosas estrecha y especialmente vinculados entre sí""",5,esp
DILUIR,true,"""verbo transitivo""","""Disolver algo por medio de un líquido desleír disolver licuar aclarar solidificar""",6,esp
CIMA,true,"""nombre femenino""","""Punto más alto de los montes cerros y collados cumbre cúspide pico1 pináculo cresta copete vértice remate ápice""",4,esp
DIMIR,true,"""verbo transitivo""","""dumir.""",5,esp
DAIMIO,true,"""nombre masculino""","""En el antiguo régimen japonés miembro de la aristocracia""",6,esp
DAR,true,"""verbo transitivo""","""donar gratificar regalar1 recibir quitar arrebatar""",3,esp
DIODO,true,"""nombre masculino""","""Válvula electrónica de dos electrodos que solo deja pasar la corriente en un sentido""",5,esp
BIRO,true,"""adjetivo""","""Tieso recto""",4,esp
DISÓN,true,"""nombre masculino""","""sonido desagradable disonancia discordancia desarmonía desentono cacofonía""",5,esp
DIVÁN,true,"""nombre masculino""","""Asiento alargado generalmente sin respaldo para recostarse o tumbarse sofá sillón tumbón2 canapé""",5,esp
DÓCIL,true,"""adjetivo""","""Suave apacible que recibe fácilmente la enseñanza rebelde desobediente indócil""",5,esp
COLAR,true,"""verbo transitivo""","""Conferir canónicamente un beneficio eclesiástico""",5,esp
BOL,true,"""nombre masculino""","""Tazón sin asa cuenco cuenco tazón gacha""",3,esp
DALIA,true,"""nombre femenino""","""Planta anual de la familia de las compuestas con tallo herbáceo ramoso de hasta metro y medio de altura hojas opuestas divididas en cinco o siete hojuelas ovaladas y con dientes en el margen flores terminales o axilares de botón central amarillo y corola grande circular de muchos pétalos dispuestos con suma regularidad y muy variada coloración semillas cuadrangulares negras y raíz tuberculosa""",5,esp
DELIO,true,"""adjetivo""","""Natural de isla de""",5,esp
DORMIR,true,"""verbo intransitivo""","""Hallarse en el estado de reposo que consiste en la inacción o suspensión de los sentidos y de todo movimiento voluntario dormitar reposar descansar trasponerse adormecerse adormilarse adormitarse sobar apolillar apolar guindar despertar1 desvelar1""",6,esp
ARIA,true,"""nombre femenino""","""Composición sobre cierto número de versos para que la cante una sola voz canción pieza tonada romanza solo1""",4,esp
ASEDAR,true,"""verbo transitivo""","""Poner suave como la seda algo comúnmente el cáñamo o el lino""",6,esp
DULÍA,true,"""nombre femenino""","""culto de dulía.""",5,esp
DOMAR,true,"""verbo transitivo""","""Sujetar amansar y hacer dócil al animal a fuerza de ejercicio y enseñanza domesticar amansar amaestrar desbravar someter dominar sojuzgar acondicionar""",5,esp
DIMES,true,"""locución sustantiva masculina""","""Contestaciones debates altercaciones réplicas entre dos o más personas Andar en dimes y diretes""",5,esp
DUMIR,true,"""verbo transitivo""","""Echar al suelo con largas varas o pértigas el fruto ya maduro de los nogales castaños manzanos y otros árboles""",5,esp
DUBIO,true,"""nombre masculino""","""Especialmente en los tribunales eclesiásticos aquello que es cuestionable""",5,esp
DUMA,true,"""nombre femenino""","""Asamblea legislativa de""",4,esp
ÉBANO,true,"""nombre masculino""","""Árbol de la familia de las ebenáceas de diez a doce metros de altura de copa ancha tronco grueso madera maciza pesada lisa muy negra por el centro y blanquecina hacia la corteza que es gris hojas alternas enteras lanceoladas de color verde oscuro flores verdosas y bayas redondas y amarillentas""",5,esp
EDUCAR,true,"""verbo transitivo""","""Dirigir encaminar doctrinar""",6,esp
ÉFETA,true,"""nombre masculino""","""Cada uno de los varios jueces que hubo antiguamente en""",5,esp
EFLUIR,true,"""verbo intransitivo""","""Dicho de un líquido o de un gas Fluir o escaparse hacia el exterior""",6,esp
ÉFORO,true,"""nombre masculino""","""Cada uno de los cinco magistrados que elegía el pueblo todos los años en con autoridad para contrapesar el poder del Senado y de los reyes""",5,esp
ÉGIDA,true,"""nombre femenino""","""Piel de la cabra adornada con la cabeza de que es atributo con que se representa a""",5,esp
EJIÓN,true,"""nombre masculino""","""Zoquete de madera por lo común en forma de cuña que sirve de apoyo a las piezas horizontales de la armazón""",5,esp
ELAMÍ,true,"""nombre masculino""","""En la música antigua indicación de tono que principia en el tercer grado de la escala diatónica de do y se desarrolla según los preceptos del canto llano y del canto figurado""",5,esp
ÉLEGO,true,"""adjetivo""","""elegíaco.""",5,esp
ELEGIO,true,"""adjetivo desusado""","""elegíaco.""",6,esp
ELEMÍ,true,"""nombre masculino""","""Resina sólida amarillenta de olor a hinojo que se saca de ciertos árboles tropicales de la familia de las burseráceas y se usa en la composición de ungüentos y barnices""",5,esp
ELEPÉ,true,"""nombre masculino""","""LP disco1""",5,esp
ELIDIR,true,"""verbo transitivo""","""Frustrar debilitar o desvanecer algo frustrar debilitar desvanecer""",6,esp
ELUDIR,true,"""verbo transitivo""","""Evitar con astucia una dificultad o una obligación Eludir el problema Eludir impuestos evitar esquivar sortear orillar soslayar capear aceptar afrontar arrostrar""",6,esp
EMBAÍR,true,"""verbo transitivo""","""Ofuscar embaucar hacer creer lo que no es engañar embaucar embelesar camelar bailar carnear""",6,esp
EMITIR,true,"""verbo transitivo""","""Arrojar exhalar o echar hacia fuera algo Emitir gases sonidos expulsar despedir exhalar lanzar emanar desprender soltar echar recibir absorber""",6,esp
EMPÓS,true,"""adverbio desusado""","""detrás.""",5,esp
EMPORAR,true,"""verbo transitivo""","""Rellenar las junturas de los azulejos con mezcla de cemento o yeso""",7,esp
EMPERO,true,"""adverbio""","""sin embargo.""",6,esp
EMÚ,true,"""nombre masculino""","""Ave del orden de las casuariformes similar al avestruz pero algo más pequeña que vive en las llanuras de""",3,esp
ENE,true,"""nombre femenino""","""Letra n y sonido que representa""",3,esp
EBRIO,true,"""adjetivo""","""Dicho de una persona Embriagada por la bebida borracho beodo bebido tomado piripi curda alumbrado peneque bolo4 zocado grifo jumo descompuesto tiznado guaruso guaroso briago zorimbo cuete jáquima encandilado cufifo duro jalado soropete embolado2 maiceado sesereque jumas torrija curdela mono1 embrocado temulento pedo mamado sobrio sereno""",5,esp
ENRIAR,true,"""verbo transitivo""","""Meter en el agua por algunos días el lino cáñamo o esparto para su maceración cocer""",6,esp
ÉNULA,true,"""nombre femenino""","""helenio.""",5,esp
ENVÉS,true,"""nombre masculino""","""Parte opuesta al haz de una tela o de otras cosas dorso reverso revés vuelta haz3""",5,esp
ENVIAR,true,"""verbo transitivo""","""Encomendar a alguien que vaya a alguna parte delegar encargar""",6,esp
EPA,true,"""interjección""","""para animar""",3,esp
ÉPICO,true,"""adjetivo""","""Perteneciente o relativo a la epopeya o a la poesía heroica heroico legendario epopéyico""",5,esp
ÉPOCA,true,"""nombre femenino""","""Fecha de un suceso desde el cual se empiezan a contar los años""",5,esp
ERAR,true,"""verbo transitivo""","""Formar y disponer eras para poner plantas en ellas""",4,esp
ERGUIR,true,"""verbo transitivo""","""Levantar y poner derecho a alguien o algo especialmente el cuello o la cabeza alzar levantar enderezar subir elevar empinar bajar inclinar""",6,esp
ERIGIR,true,"""verbo transitivo""","""Fundar instituir o levantar Erigir un templo una estatua fundar instituir instaurar constituir crear establecer levantar alzar construir destruir derribar""",6,esp
BRUTO,true,"""adjetivo""","""Necio incapaz ignorante inculto analfabeto necio torpe obtuso mastuerzo indocumentado iletrado zopenco sabio1 culto""",5,esp
ERUTO,true,"""nombre masculino desusado""","""eructo.""",5,esp
ESMUIR,true,"""verbo transitivo""","""Ordeñar las ramas de los árboles esmuñir""",6,esp
ESPÍA,true,"""nombre masculino y femenino""","""Persona que con disimulo y secreto observa o escucha lo que pasa para comunicarlo a quien tiene interés en saberlo confidente informador informante observador espión delator soplón""",5,esp
ESPIAR,true,"""verbo transitivo""","""Acechar observar disimuladamente a alguien o algo acechar vigiar vigilar celar1 avizorar atalayar aguaitar observar atisbar amaitinar vichar ojear1""",6,esp
ESPÍN,true,"""nombre masculino""","""puercoespín.""",5,esp
ESQUÍ,true,"""nombre masculino""","""Patín muy largo de madera o de otro material ligero y elástico que se usa para deslizarse sobre la nieve el agua u otra superficie""",5,esp
ESTAND,true,"""nombre masculino""","""Instalación dentro de un mercado o feria para la exposición o venta de productos stand""",6,esp
ESTAR,true,"""verbo copulativo""","""para expresar un determinado estado del sujeto""",5,esp
ÉSTER,true,"""nombre masculino""","""Compuesto orgánico que resulta de sustituir un átomo de hidrógeno de un ácido por un radical alcohólico Las grasas son ésteres de la glicerina con ácidos grasos""",5,esp
ESTÍO,true,"""nombre masculino""","""estación del año verano canícula invierno""",5,esp
ÉSULA,true,"""nombre femenino""","""lechetrezna titímalo tornagallos""",5,esp
ÉTICO,true,"""adjetivo""","""Perteneciente o relativo a la""",5,esp
ÉTIMO,true,"""nombre masculino""","""Raíz o vocablo de que procede otro etimología""",5,esp
EVADIR,true,"""verbo transitivo""","""Evitar un daño o peligro""",6,esp
EVOHÉ,true,"""interjección""","""Grito de las bacantes para aclamar o invocar a""",5,esp
EXIGIR,true,"""verbo transitivo""","""Pedir imperiosamente algo a lo que se tiene derecho pedir reclamar1 demandar requerir reivindicar conminar exhortar clamar conceder""",6,esp
EXIMIO,true,"""adjetivo""","""Muy ilustre excelso ilustre excelso excelente notable magnífico eminente destacado insigne relevante sobresaliente superior anodino insignificante""",6,esp
ÉXITO,true,"""nombre masculino""","""Resultado feliz de un negocio actuación triunfo victoria1 consecución fracaso""",5,esp
ÉXODO,true,"""nombre masculino""","""Emigración de un pueblo o de una muchedumbre de personas emigración expatriación salida traslado huida peregrinación""",5,esp
EXPEDIR,true,"""verbo transitivo""","""Dar curso a las causas y negocios tramitar cursar gestionar instruir diligenciar""",7,esp
EXPONER,true,"""verbo transitivo""","""Presentar algo para que sea visto exhibir presentar mostrar representar exteriorizar ocultar encubrir esconder1""",7,esp
FÁCIL,true,"""adjetivo""","""Que no requiere gran esfuerzo habilidad o capacidad Un trabajo fácil Un problema fácil Un encargo fácil de realizar sencillo asequible simple comprensible claro elemental tirado chupado chiche chichi1 difícil complicado complejo""",5,esp
FACÓN,true,"""nombre masculino""","""Cuchillo grande recto y puntiagudo alfajor""",5,esp
FAJÍN,true,"""nombre masculino""","""Ceñidor de seda de determinados colores y distintivos que pueden usar los generales o los jefes de administración y otros funcionarios ceñidor banda1 distintivo cinta""",5,esp
FAJÓN,true,"""nombre masculino""","""Recuadro ancho de yeso alrededor de los huecos de las puertas y ventanas""",5,esp
CALCAR,true,"""verbo transitivo""","""Sacar copia de un dibujo o un texto escrito reproduciendo su contorno sobre un papel o una tela transparente que se ponen encima copiar trasflorar fotocopiar reproducir""",6,esp
FALÚA,true,"""nombre femenino""","""Embarcación ligera alargada y estrecha utilizada generalmente en los puertos y en los ríos lancha2 bote3""",5,esp
FAQUÍ,true,"""nombre masculino""","""alfaquí ulema doctor sabio1 consejero""",5,esp
FARÓN,true,"""nombre masculino desusado""","""Farol o fanal de buque""",5,esp
FÁSOL,true,"""nombre masculino""","""Frijol o judía""",5,esp
FELÓN,true,"""adjetivo""","""Que comete felonía traidor desleal aleve alevoso pérfido bellaco infame indigno falso engañoso perverso leal fiel1""",5,esp
FELÚS,true,"""nombre masculino""","""En dinero y especialmente la moneda de cobre de poco valor""",5,esp
FEMAR,true,"""verbo transitivo""","""Abonar con fimo""",5,esp
CEMA,true,"""nombre femenino""","""Pan de acemite""",4,esp
FUMAR,true,"""verbo intransitivo""","""Echar o despedir humo humear""",5,esp
FAME,true,"""nombre femenino desusado""","""hambre.""",4,esp
FÉMUR,true,"""nombre masculino""","""Hueso que forma el esqueleto del muslo que se articula por arriba con el hueso ilíaco y por abajo con la tibia y la rótula""",5,esp
FÉNIX,true,"""nombre masculino""","""Ave fabulosa que los antiguos creyeron que era única y renacía de sus cenizas""",5,esp
FETÉN,true,"""adjetivo""","""Muy bueno Conocí a una chica fetén estupendo bueno excelente fabuloso fantástico magnífico extraordinario malo""",5,esp
FEÚCO,true,"""adjetivo""","""feúcho espantoso horripilante horroroso horrible feróstico""",5,esp
FEÚRA,true,"""nombre femenino coloquial""","""cualidad de feo fealdad""",5,esp
FIAR,true,"""verbo transitivo""","""Dicho de una persona Asegurar que otra cumplirá lo que promete o pagará lo que debe obligándose en caso de que no lo haga a satisfacer por ella avalar garantizar afianzar responder""",4,esp
FIGÓN,true,"""nombre masculino""","""Casa de poca categoría donde se guisan y venden cosas de comer taberna tasca merendero bodegón cantina fonda1 mesón1 colmado cocinería""",5,esp
FIJÓN,true,"""adjetivo coloquial""","""Observador que repara en muchas cosas que las nota observador""",5,esp
FALLAR,true,"""verbo transitivo""","""Decidir o determinar un litigio proceso o concurso sentenciar dictaminar enjuiciar resolver decretar dirimir""",6,esp
FILÓN,true,"""nombre masculino""","""Masa metalífera o pétrea que rellena una antigua quiebra de las rocas de un terreno veta vena yacimiento banco bolsa1""",5,esp
FINGIR,true,"""verbo transitivo""","""Dar a entender algo que no es cierto aparentar disimular figurar falsear disfrazar afectar""",6,esp
CINIA,true,"""nombre femenino""","""Planta ornamental de la familia de las compuestas de tallos ramosos hojas opuestas y alguna vez verticiladas y flores grandes y dobles de diverso color o de colores mezclados según las variedades""",5,esp
FILIAR,true,"""verbo transitivo""","""Tomar los datos personales de alguien registrar fichar inscribir anotar apuntar""",6,esp
FISÁN,true,"""nombre masculino""","""alubia faisán2""",5,esp
FIFAR,true,"""verbo intransitivo""","""Dicho de una cosa o de una persona Dejar de funcionar""",5,esp
BIZA,true,"""nombre femenino""","""bonito1 bonítalo""",4,esp
FIZÓN,true,"""nombre masculino""","""aguijón.""",5,esp
FLAÓN,true,"""nombre masculino poco usado""","""Flan de dulce""",5,esp
FLUIDO,true,"""adjetivo""","""Dicho de una sustancia Que se encuentra en estado líquido o gaseoso líquido gas vapor sólido""",6,esp
FLÚOR,true,"""nombre masculino""","""Elemento químico gaseoso de tóxico de color amarillo verdoso olor sofocante muy reactivo abundante en la corteza terrestre en forma de fluoruros y usado para obtener otros fluoruros metálicos que se añaden al agua potable y a los productos dentífricos para prevenir la caries dental""",5,esp
FOGÓN,true,"""nombre masculino""","""Sitio adecuado en las cocinas para hacer fuego y guisar fuego cocina hogar lar""",5,esp
FORCA,true,"""nombre femenino desusado""","""horca.""",5,esp
FÓRUM,true,"""nombre masculino""","""reunión para debatir ciertos asuntos foro""",5,esp
CORZO,true,"""nombre masculino y femenino""","""Mamífero rumiante de la familia de los cérvidos algo mayor que la cabra rabón y de color gris rojizo que tiene las cuernas pequeñas verrugosas y ahorquilladas hacia la punta""",5,esp
FÓSIL,true,"""adjetivo""","""Dicho de una sustancia de origen orgánico o de un resto de organismo Que está más o menos petrificado y se encuentra por causas naturales en las capas terrestres especialmente si pertenece a otra época geológica""",5,esp
FOTÓN,true,"""nombre masculino""","""Cada una de las partículas que según la física cuántica constituyen la luz y en general la radiación electromagnética""",5,esp
FÓVEA,true,"""nombre femenino""","""Porción pequeña de la retina de los primates carente de bastones y con gran cantidad de conos que constituye el punto de máxima agudeza visual""",5,esp
ADA,null,null,null,null,null
ARADO,true,"""nombre masculino""","""Instrumento de agricultura que movido por fuerza animal o mecánica sirve para labrar la tierra abriendo surcos en ella""",5,esp
ARAÑA,true,"""nombre femenino""","""Arácnido con tráqueas en forma de bolsas comunicantes con el exterior con cefalotórax cuatro pares de patas y en la boca un par de uñas venenosas y otro de apéndices o palpos que en los machos sirven para la cópula En el extremo del abdomen tiene el ano y las hileras u órganos productores de la seda con la que tapiza su vivienda caza sus presas y se traslada de un lugar a otro arácnido tarántula apasanca capulina chiltuca""",5,esp
IRANÍ,true,"""adjetivo""","""Natural de país de persa""",5,esp
ARAÑAR,true,"""verbo transitivo""","""Raspar rasgar herir ligeramente la piel con las uñas o con un objeto cortante o punzante rasguñar rascar herir""",6,esp
BREGA,true,"""nombre femenino""","""Acción y efecto de bregar trajín ajetreo afán agitación fatiga faena trabajo holgazanería ociosidad""",5,esp
BREGAR,true,"""verbo transitivo""","""Amasar de cierta manera el pan""",6,esp
FREILA,true,"""nombre femenino desusado""","""Religiosa de alguna de las órdenes militares""",6,esp
FREÍR,true,"""verbo transitivo""","""Hacer que un alimento crudo llegue a estar en disposición de poderse comer teniéndolo el tiempo necesario en aceite o grasa hirviendo fritar sofreír saltear rehogar dorar""",5,esp
FREÓN,true,"""nombre masculino""","""Derivado del metano no inflamable empleado especialmente como refrigerante y como propulsor en aerosoles""",5,esp
FERIAR,true,"""verbo transitivo""","""Comprar en la feria""",6,esp
FRUI,true,"""nombre femenino""","""Fruto del haya""",4,esp
FÚCAR,true,"""nombre masculino desusado""","""Hombre muy rico y hacendado""",5,esp
FUFAR,true,"""verbo intransitivo""","""Dicho de un gato Dar bufidos""",5,esp
FULGIR,true,"""verbo intransitivo""","""resplandecer refulgir fulgurar destellar centellear irradiar brillar relucir relampaguear rutilar""",6,esp
FUMÓN,true,"""adjetivo""","""Adicto a fumar marihuana""",5,esp
FENDI,true,"""nombre masculino""","""efendi""",5,esp
FUNGIR,true,"""verbo intransitivo""","""Desempeñar un empleo cargo o función Fungir de presidente Fungir como secretario""",6,esp
FÚTIL,true,"""adjetivo""","""De poco aprecio o importancia insignificante baladí intrascendente insustancial nimio superficial trivial frívolo vano1 vacuo corto1 pobre importante esencial transcendente""",5,esp
FUTÓN,true,"""nombre masculino""","""Colchoneta de algodón que sirve como asiento o como cama típica del""",5,esp
GABÁN,true,"""nombre masculino""","""prenda de vestir abrigo capote chambergo pelliza sobretodo""",5,esp
GACHÉ,true,"""nombre masculino""","""Entre los gitanos natural de andaluz""",5,esp
GACHÍ,true,"""nombre femenino""","""Mujer especialmente si es joven y hermosa""",5,esp
BÓN,null,null,null,null,null
CABRA,true,"""nombre femenino""","""Mamífero rumiante doméstico como de un metro de altura muy ágil para saltar y subir por lugares escarpados con pelo corto áspero y a menudo rojizo cuernos vueltos hacia atrás un mechón de pelos largos colgante de la mandíbula inferior y cola muy corta rumiante barbón chivo2""",5,esp
HABÚS,true,"""nombre masculino""","""En habiz""",5,esp
HACÁN,true,"""nombre masculino""","""Entre los judíos sabio o doctor""",5,esp
HALÓN,true,"""nombre masculino""","""Tirón acción y efecto de halar tirón2 jalón2 jalada estirón""",5,esp
HÁPAX,true,"""nombre masculino""","""En lexicografía o en crítica textual voz registrada una sola vez en una lengua en un autor o en un texto""",5,esp
HARÉN,true,"""nombre masculino""","""En casas musulmanas zona en que viven las mujeres serrallo gineceo""",5,esp
HARÓN,true,"""adjetivo""","""Lerdo perezoso holgazán""",5,esp
HEBÉN,true,"""adjetivo""","""Dicho de una vid o de un viñedo Que produce la uva""",5,esp
HEDER,true,"""verbo intransitivo""","""Despedir un olor muy malo y penetrante apestar atufar1 corromper carcavinar perfumar aromatizar""",5,esp
BEL,true,"""nombre masculino""","""belio""",3,esp
DENDE,true,"""adverbio desusado""","""De allí de él o de ella desde allí""",5,esp
HEÑIR,true,"""verbo transitivo""","""Sobar con los puños la masa especialmente la del pan amasar bregar hiñir""",5,esp
HARBAR,true,"""verbo intransitivo""","""jadear acezar resollar""",6,esp
HERBAR,true,"""verbo transitivo""","""Curtir con hierbas las pieles o cueros""",6,esp
HERIA,true,"""nombre femenino desusado""","""feria.""",5,esp
HÉROE,true,"""nombre masculino y femenino""","""Persona que realiza una acción muy abnegada en beneficio de una causa noble""",5,esp
BERRA,true,"""nombre femenino""","""berro crecido berraza""",5,esp
BERRAR,true,"""verbo intransitivo""","""gritar o cantar desafinando berrear desafinar desentonar graznar""",6,esp
HERPES,true,"""nombre masculino""","""Erupción que aparece en puntos aislados de la piel por lo común crónica y de muy distintas formas acompañada de comezón o escozor erupción irritación1 eritema cativí bienteveo""",6,esp
HERVER,true,"""verbo intransitivo""","""hervir.""",6,esp
HISPIR,true,"""verbo transitivo""","""Esponjar ahuecar algo""",6,esp
HESPIRSE,true,"""verbo pronominal""","""envanecerse.""",8,esp
HIGUÍ,true,"""nombre masculino coloquial""","""Entretenimiento propio de carnaval consistente en suspender de un palo un higo seco que se hace saltar en el aire mientras los muchachos tratan de cogerlo con la boca""",5,esp
HINDÚ,true,"""adjetivo""","""hinduista""",5,esp
HIÑIR,true,"""verbo transitivo""","""heñir""",5,esp
CIRIO,true,"""nombre masculino""","""Vela de cera larga y gruesa vela1 candela hacha1 bujía blandón""",5,esp
HITÓN,true,"""nombre masculino""","""En minería clavo grande cuadrado y sin cabeza""",5,esp
HOLÁN,true,"""nombre masculino""","""lienzo holanda""",5,esp
FOLGO,true,"""nombre masculino""","""Bolsa cerrada de pieles para cubrir y abrigar los pies y las piernas cuando se está sentado bolsa1""",5,esp
BOLLA,true,"""nombre femenino""","""Derecho que se pagaba en al tiempo de vender al por menor los tejidos de lana y seda que se consumían en el principado a los cuales se ponía un sello en la aduana""",5,esp
HOLLAR,true,"""verbo transitivo""","""Pisar dejando señal de la pisada pisar pisotear aplastar conculcar""",6,esp
BOLLAR,true,"""verbo transitivo""","""Poner un sello de plomo en los tejidos para que se conozca la fábrica de donde salen sellar marcar marchamar""",6,esp
COMER,true,"""verbo transitivo""","""Masticar y deglutir un alimento sólido""",5,esp
HUIR,true,"""verbo intransitivo""","""Alejarse deprisa por miedo o por otro motivo de personas animales o cosas para evitar un daño disgusto o molestia escapar fugarse escabullirse irse marcharse retirar1 evadirse ausentarse ahuyentarse desaparecer largarse pirarse evaporarse abandonar desertar emigrar zafarse deslizarse perseguir permanecer quedarse volver""",4,esp
HUIDA,true,"""nombre femenino""","""Acción de huir fuga evasión escapada escape escapatoria abandono liberación éxodo ausencia partida desbandada dispersión marcha espantada retirada""",5,esp
HINDI,true,"""adjetivo""","""Perteneciente o relativo al Léxico hindi indostánico""",5,esp
HURÓN,true,"""nombre masculino y femenino""","""Mamífero carnívoro de unos de largo de cuerpo flexible y alargado cabeza pequeña patas cortas y pelaje generalmente grisáceo cuyas glándulas anales despiden un olor desagradable y que se emplea para la caza de conejos porque se mete en sus madrigueras turón mustélido""",5,esp
HÚSAR,true,"""nombre masculino""","""Soldado de caballería vestido a la húngara""",5,esp
HUTÍA,true,"""nombre femenino""","""Mamífero roedor abundante en las del tamaño de un conejo pero más robusto de pelaje espeso suave y leonado y más oscuro por el lomo jutía""",5,esp
ÍBICE,true,"""nombre masculino""","""Especie de cabra montés""",5,esp
IZAR,true,"""verbo transitivo""","""Hacer subir algo tirando de la cuerda de que está colgado alzar elevar levantar subir enarbolar arriar1 bajar""",4,esp
IDO,true,"""adjetivo""","""Dicho de una persona Que está falta de juicio loco2 demente perturbado chiflado atontado chalado lelo pirado cuerdo""",3,esp
IGLÚ,true,"""nombre masculino""","""Vivienda de forma semiesférica construida con bloques de hielo en que durante el invierno habitan los esquimales y otros pueblos de análogas características""",4,esp
ÍGNEO,true,"""adjetivo""","""De fuego o que tiene la naturaleza del fuego pírico vulcanio ignito ardiente encendido abrasador ignífero""",5,esp
IJUJÚ,true,"""interjección""","""para expresar júbilo""",5,esp
ÍLEON,true,"""nombre masculino""","""Tercera porción del intestino delgado de los mamíferos que empieza donde acaba el yeyuno y termina en el ciego intestino""",5,esp
FLEO,true,"""nombre masculino""","""Especie de gramínea con glumas fructíferas tiernas""",4,esp
ILUDIR,true,"""verbo transitivo""","""burlar.""",6,esp
IMBUIR,true,"""verbo transitivo""","""Infundir persuadir infundir inspirar insuflar persuadir inculcar animar mover motivar""",6,esp
IMPÍO,true,"""adjetivo""","""Falto de piedad cruel impasible duro inflexible despiadado pío2 piadoso compasivo clemente""",5,esp
IMPONER,true,"""verbo transitivo""","""Poner una carga una obligación u otra cosa obligar forzar anular2 quitar""",7,esp
ÍNDEX,true,"""nombre masculino desusado""","""manecilla de un reloj de un barómetro""",5,esp
INGÓN,true,"""adjetivo""","""Campesino indígena de la que no habla bien castellano""",5,esp
INTUIR,true,"""verbo transitivo""","""Percibir íntima e instantáneamente una idea o verdad tal como si se la tuviera a la vista presentir entrever sospechar vislumbrar barruntar adivinar columbrar captar tincar cachar3""",6,esp
IR,true,"""verbo intransitivo""","""Moverse de un lugar hacia otro apartado de la persona que habla dirigirse encaminarse trasladarse alejarse andar1 transitar marcharse ausentarse huir partir salir emigrar largarse pirarse abrirse venir acercarse volver regresar""",2,esp
ÍRIDE,true,"""nombre femenino""","""jíride efémero""",5,esp
IRRUIR,true,"""verbo transitivo""","""Acometer con ímpetu invadir un lugar""",6,esp
IRUPÉ,true,"""nombre masculino""","""victoria regia.""",5,esp
ISLÁN,true,"""nombre masculino""","""Especie de velo guarnecido de encajes con que se cubrían la cabeza las mujeres cuando no llevaban manto""",5,esp
ITA,null,null,null,null,null
ÍTEM,true,"""adverbio""","""para hacer distinción de artículos o capítulos en una escritura u otro instrumento o como señal de adición""",4,esp
ITRIO,true,"""nombre masculino""","""Elemento químico metálico de de color gris y fácilmente oxidable usado en la fabricación de componentes electrónicos""",5,esp
JABÓN,true,"""nombre masculino""","""Producto soluble en agua resultado de la combinación de un álcali con los ácidos del aceite u otro cuerpo graso que se usa generalmente para lavar detergente gel champú""",5,esp
JABLE,true,"""nombre masculino""","""Gárgol en que se encajan las tiestas de las tapas de toneles y botas""",5,esp
JABRIR,true,"""verbo transitivo""","""Roturar la tierra""",6,esp
CABRO,true,"""nombre masculino""","""macho de la cabra cabrío cabrón bode buco1 chivo2 bote4""",5,esp
JADEAR,true,"""verbo intransitivo""","""Respirar anhelosamente por efecto de algún trabajo o ejercicio impetuoso acezar resollar resoplar harbar""",6,esp
NADIE,true,"""pronombre indefinido masculino singular""","""Ninguna persona Nadie lo vio No habló con nadie ninguno alguien""",5,esp
JALÓN,true,"""nombre masculino""","""persona cosa o hecho clave y fundamental hito acontecimiento""",5,esp
JAMÓN,true,"""nombre masculino""","""Pierna trasera del cerdo curada o cocida entera pernil pierna""",5,esp
JAPÓN,true,"""adjetivo poco usado""","""Natural del""",5,esp
JAYÁN,true,"""nombre masculino y femenino""","""Persona de gran estatura robusta y de muchas fuerzas gigante hombretón bigardo""",5,esp
JEDA,true,"""adjetivo""","""Dicho de una vaca Recién parida y que está criando""",4,esp
JEJÉN,true,"""nombre masculino""","""Insecto díptero más pequeño que el mosquito y de picadura más irritante que abunda en las playas del mar de las y en otras regiones de mime""",5,esp
JETA,true,"""nombre femenino""","""Boca saliente por su configuración o por tener los labios muy abultados""",4,esp
JETEAR,true,"""verbo intransitivo""","""Abrir la boca en actitud distraída bostezar""",6,esp
JATE,true,"""nombre masculino""","""Cucaracha pequeña""",4,esp
JETÓN,true,"""adjetivo""","""Que tiene la jeta grande""",5,esp
JIGÜE,true,"""adjetivo coloquial""","""Dicho de una persona De raza negra""",5,esp
HIJEAR,true,"""verbo intransitivo""","""Dicho de una planta Echar retoños o hijos""",6,esp
JIJEO,true,"""nombre masculino""","""Acción y efecto de jijear""",5,esp
JIBIA,true,"""nombre femenino""","""molusco sepia choco""",5,esp
JIPI,true,"""nombre masculino coloquial""","""panamá jipijapa""",4,esp
JIPIAR,true,"""verbo intransitivo""","""Hipar gemir gimotear""",6,esp
