word,status,qualification,definition,length,language,,
MUDEZ,true,Sustantivo femenino,"""Impedimento para hablar, fisiológico o psicológico.""",5,esp,,
MUDOS,true,adjetivo,"""1. Privado de la facultad de hablar""",5,esp,,
MUECA,true,nombre femenino,"""1. Contorsión del rostro generalmente burlesca gesto gesto mohín mohín ademán ademán guiño guiño monería monería visaje visaje""",5,esp,,
MUELA,true,Sustantivo femenino,"""Disco de piedra que girando sobre otro, muele lo que se interpone entre ambos.""",5,esp,,
MUELE,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de moler.""",5,esp,,
MUELO,true,nombre masculino,"""1. Montón y especialmente el de forma cónica en que se recoge el grano en la era después de limpio""",5,esp,,
MUERA,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de morir.""",5,esp,,
MUERE,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de morir.""",5,esp,,
MUERO,true,verbo intransitivo,"""1. Llegar al término de la vida fallecer fallecer expirar expirar perecer perecer fenecer fenecer sucumbir sucumbir finar finar quedarse quedarse apagarse apagarse irse irse acabar acabar pasar pasar palmar1 palmar1 cascar cascar espichar espichar despichar despichar caer caer pelarse pelarse petatearse petatearse sonar1 sonar1 ñampiarse ñampiarse jetearse jetearse marchar marchar piantarse piantarse descoñetar descoñetar nacer nacer vivir1 vivir1 existir existir""",5,esp,,
MUESO,true,nombre masculino,"""1. Porción de comida que cabe de una vez en la boca""",5,esp,,
MUEVA,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de mover.""",5,esp,,
MUEVE,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de mover.""",5,esp,,
MUEVO,true,verbo transitivo,"""1. Hacer que un cuerpo deje el lugar o espacio que ocupa y pase a ocupar otro trasladar trasladar desplazar desplazar correr correr apartar apartar empujar empujar mudar2 mudar2 inmovilizar inmovilizar fijar fijar parar1 parar1""",5,esp,,
MUFAS,true,nombre femenino,"""1. y Moho o mancha de humedad""",5,esp,,
MUFLA,true,nombre femenino,"""1. Hornillo semicilíndrico o en forma de copa que se coloca dentro de un horno para reconcentrar el calor y conseguir la fusión de diversos cuerpos""",5,esp,,
MUFTI,null,N/A,"""N/A""",5,esp,,
MUGAD,true,verbo intransitivo,"""1. Dicho de un pez""",5,esp,,
MUGAN,true,verbo intransitivo,"""1. Dicho de un pez""",5,esp,,
MUGAR,true,Verbo intransitivo,"""Dícese del pez, desovar.""",5,esp,,
MUGAS,null,N/A,"""N/A""",5,esp,,
MUGEN,true,verbo intransitivo,"""1. Dicho de una res vacuna Dar mugidos bramar bramar berrear berrear""",5,esp,,
MUGES,true,verbo intransitivo,"""1. Dicho de una res vacuna Dar mugidos bramar bramar berrear berrear""",5,esp,,
MUGIA,true,Forma verbal,"""Primera persona del singular del pretérito imperfecto de indicativo de mugir.""",5,esp,,
MUGID,true,verbo intransitivo,"""1. Dicho de una res vacuna Dar mugidos bramar bramar berrear berrear""",5,esp,,
MUGIL,null,N/A,"""N/A""",5,esp,,
MUGIO,null,N/A,"""N/A""",5,esp,,
MUGIR,true,verbo intransitivo,"""1. Dicho de una res vacuna Dar mugidos bramar bramar berrear berrear""",5,esp,,
MUGIS,true,Forma verbal,"""Segunda persona del singular (vos) del presente de indicativo de mugir.""",5,esp,,
MUGLE,true,nombre masculino,"""1. mújol mújol múgil múgil albur albur breca breca cabezudo cabezudo capitón capitón dardo dardo lisa lisa liza1 liza1 muble muble mule mule""",5,esp,,
MUGOR,true,nombre masculino,"""1. Moho mugre""",5,esp,,
MUGRE,true,Sustantivo femenino,"""Suciedad o porquería que ensucia la ropa o algún objeto""",5,esp,,
MUGUE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de mugar.""",5,esp,,
MUIAN,null,N/A,"""N/A""",5,esp,,
MUIAS,null,N/A,"""N/A""",5,esp,,
MUIDA,null,N/A,"""N/A""",5,esp,,
MUIDO,null,N/A,"""N/A""",5,esp,,
MUIRA,null,N/A,"""N/A""",5,esp,,
MUIRE,null,N/A,"""N/A""",5,esp,,
MUJAN,true,Forma verbal,"""Tercera persona del plural del presente de subjuntivo de mugir.""",5,esp,,
MUJAS,true,verbo intransitivo,"""1. Dicho de una res vacuna Dar mugidos bramar bramar berrear berrear""",5,esp,,
MUJER,true,Sustantivo femenino,"""Ser humano de sexo femenino.""",5,esp,,
MUJOL,null,N/A,"""N/A""",5,esp,,
MULAR,true,adjetivo,"""1. Perteneciente o relativo al mulo o la mula""",5,esp,,
MULAS,null,N/A,"""N/A""",5,esp,,
MULEO,null,N/A,"""N/A""",5,esp,,
MULES,true,nombre masculino,"""1. mújol mújol breca breca albur albur cabezudo cabezudo capitón capitón dardo dardo lisa lisa liza1 liza1 múgil múgil mugle mugle muble muble""",5,esp,,
MULLA,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de mullir.""",5,esp,,
MULLE,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de mullir.""",5,esp,,
MULLI,true,Forma verbal,"""Primera persona del singular del pretérito perfecto simple de indicativo de mullir.""",5,esp,,
MULLO,true,nombre masculino,"""1. salmonete salmonete""",5,esp,,
MULOS,true,nombre masculino y femenino,"""1. Hijo de burro y yegua casi siempre estéril macho1 macho1 muleto muleto""",5,esp,,
MULSA,true,adjetivo,"""1. Mezclado con miel o azúcar""",5,esp,,
MULSO,true,adjetivo,"""1. Mezclado con miel o azúcar""",5,esp,,
MULTA,true,Sustantivo femenino,"""Sanción económica que la autoridad hacendaria impone a los contribuyentes que en alguna forma han infringido la ley.""",5,esp,,
MULTE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de multar.""",5,esp,,
MULTO,true,verbo transitivo,"""1. Imponer a alguien una multa sancionar sancionar penalizar penalizar infraccionar infraccionar""",5,esp,,
MUNAS,true,nombre femenino,"""1. En suministro de víveres que las ciudades los aduares y las tribus del campo tienen obligación de dar a los enviados del sultán o de un gobernador""",5,esp,,
MUNDO,true,Sustantivo masculino,"""Totalidad de lo existente""",5,esp,,
MUÑAN,true,verbo transitivo,"""1. Concertar disponer manejar las voluntades de otros amañar amañar manipular manipular apañar apañar disponer disponer preparar preparar arreglar arreglar""",5,esp,,
MUÑAS,true,verbo transitivo,"""1. Concertar disponer manejar las voluntades de otros amañar amañar manipular manipular apañar apañar disponer disponer preparar preparar arreglar arreglar""",5,esp,,
MUÑEN,true,verbo transitivo,"""1. Concertar disponer manejar las voluntades de otros amañar amañar manipular manipular apañar apañar disponer disponer preparar preparar arreglar arreglar""",5,esp,,
MUÑES,true,verbo transitivo,"""1. Concertar disponer manejar las voluntades de otros amañar amañar manipular manipular apañar apañar disponer disponer preparar preparar arreglar arreglar""",5,esp,,
MUÑIA,null,N/A,"""N/A""",5,esp,,
MUÑID,true,verbo transitivo,"""1. Concertar disponer manejar las voluntades de otros amañar amañar manipular manipular apañar apañar disponer disponer preparar preparar arreglar arreglar""",5,esp,,
MUÑIR,true,verbo transitivo,"""1. Concertar disponer manejar las voluntades de otros amañar amañar manipular manipular apañar apañar disponer disponer preparar preparar arreglar arreglar""",5,esp,,
MUÑIS,null,N/A,"""N/A""",5,esp,,
MUÑON,null,N/A,"""N/A""",5,esp,,
MURAD,true,verbo transitivo,"""1. Cercar y guarnecer con un muro una ciudad fortaleza o cualquier recinto amurallar amurallar""",5,esp,,
MURAL,true,Adjetivo,"""Relacionado con el muro, o propio de este.""",5,esp,,
MURAN,true,verbo transitivo,"""1. Cercar y guarnecer con un muro una ciudad fortaleza o cualquier recinto amurallar amurallar""",5,esp,,
MURAR,true,verbo transitivo,"""1. Cercar y guarnecer con un muro una ciudad fortaleza o cualquier recinto amurallar amurallar""",5,esp,,
MURAS,true,Forma verbal,"""Segunda persona del singular (vos) del presente de subjuntivo de morir.""",5,esp,,
MUREN,true,Forma verbal,"""Tercera persona del plural del presente de subjuntivo de murar.""",5,esp,,
MURES,null,N/A,"""N/A""",5,esp,,
MURGA,true,nombre femenino,"""1. alpechín alpechín jámila jámila morga morga pechín pechín tinaco tinaco aguachas aguachas amurca amurca""",5,esp,,
MURIA,true,nombre masculino,"""1. Especie de majano""",5,esp,,
MURIO,null,N/A,"""N/A""",5,esp,,
MUROS,true,nombre masculino,"""1. Pared o tapia pared pared tapia tapia tabique tabique cerca1 cerca1""",5,esp,,
MURTA,true,Sustantivo femenino,"""Plantas: (Myrtus communis) Arbusto o pequeño árbol de la familia de las mirtáceas, nativo de Europa meridional y el norte de África. Es una planta de follaje siempreverde, de hojas brillantes y perfumadas; sus flores son blancas, con cinco pétalos y numerosos estambres; y su fruto es una baya de color azulado.""",5,esp,,
MURTO,true,nombre masculino,"""1. mirto mirto arrayán arrayán murta murta arraiján arraiján""",5,esp,,
MUSAN,true,Forma verbal,"""Tercera persona del plural del presente de indicativo de musar.""",5,esp,,
MUSAR,true,verbo intransitivo desusado,"""1. Esperar aguardar""",5,esp,,
MUSAS,true,Forma verbal,"""Segunda persona del singular del presente de indicativo de musar.""",5,esp,,
MUSCA,true,nombre masculino desusado,"""1. conjunto de musgos""",5,esp,,
MUSCO,true,nombre masculino desusado,"""1. conjunto de musgos""",5,esp,,
MUSEN,true,Forma verbal,"""Tercera persona del plural del presente de subjuntivo de musar.""",5,esp,,
MUSEO,true,Sustantivo masculino,"""Institución pública o privada, sin fines de lucro, al servicio de la sociedad y abierta al público, que adquiere, conserva, investiga, comunica y expone o exhibe, con propósitos de estudio, educación y deleite colecciones de arte, científicas, etc., siempre con un valor cultural.""",5,esp,,
MUSES,true,Forma verbal,"""Segunda persona del singular del presente de subjuntivo de musar.""",5,esp,,
MUSGA,true,nombre masculino,"""1. Cada una de las plantas briofitas con hojas bien desarrolladas y provistas de pelos rizoides o absorbentes que tienen un tallo parenquimatoso en el cual se inicia una diferenciación en dos regiones central y periférica Crece abundantemente en lugares sombríos sobre las piedras cortezas de árboles el suelo y aun dentro del agua corriente o estancada lama1 lama1""",5,esp,,
MUSGO,true,Sustantivo masculino,"""Vegetal de la división de las briofitas, donde el gametofito es la generación dominante. Prolifera en lugares húmedos y sombríos, sobre todo en piedras y troncos de árboles, el suelo, inclusive en agua, sea estancada o corriente.""",5,esp,,
MUSIA,true,Forma verbal,"""Primera persona del singular del pretérito imperfecto de indicativo de musirse.""",5,esp,,
MUSIO,null,N/A,"""N/A""",5,esp,,
MUSIR,true,verbo pronominal,"""1. cubrirse de moho""",5,esp,,
MUSIS,true,Forma verbal,"""Segunda persona del singular (vos) del presente de indicativo de musirse.""",5,esp,,
MUSLO,true,Sustantivo masculino,"""Anatomía: Parte superior de la pierna, situada entre la cadera y la rodilla y en la que se encuentra el fémur.""",5,esp,,
MUSOS,true,adjetivo,"""1. hipócrita hipócrita falso falso gatomuso gatomuso""",5,esp,,
MUTAD,true,verbo transitivo,"""1. dar otro estado forma mudar2 mudar2 cambiar cambiar alterar alterar variar variar transformar transformar modificar modificar volver volver inmutar inmutar""",5,esp,,
MUTAN,true,verbo transitivo,"""1. dar otro estado forma mudar2 mudar2 cambiar cambiar alterar alterar variar variar transformar transformar modificar modificar volver volver inmutar inmutar""",5,esp,,
MUTAR,true,verbo transitivo,"""1. dar otro estado forma mudar2 mudar2 cambiar cambiar alterar alterar variar variar transformar transformar modificar modificar volver volver inmutar inmutar""",5,esp,,
MUTAS,null,N/A,"""N/A""",5,esp,,
MUTEN,true,Forma verbal,"""Tercera persona del plural del presente de subjuntivo de mutar.""",5,esp,,
MUTES,true,verbo transitivo,"""1. dar otro estado forma mudar2 mudar2 cambiar cambiar alterar alterar variar variar transformar transformar modificar modificar volver volver inmutar inmutar""",5,esp,,
MUTIS,true,Sustantivo masculino,"""Teatro: Acción y efecto de salir de escena""",5,esp,,
MUTRA,null,N/A,"""N/A""",5,esp,,
MUTRO,null,N/A,"""N/A""",5,esp,,
MUTUA,true,nombre femenino,"""1. asociación mutualidad mutualidad cooperativa cooperativa montepío montepío""",5,esp,,
MUTUO,true,adjetivo,"""1. Dicho de una cosa Que recíprocamente se hace entre dos o más personas animales o cosas""",5,esp,,
MUYAN,true,Forma verbal,"""Tercera persona del plural del presente de subjuntivo de muir.""",5,esp,,
MUYAS,null,N/A,"""N/A""",5,esp,,
MUYEN,null,N/A,"""N/A""",5,esp,,
MUYES,null,N/A,"""N/A""",5,esp,,
NABAB,true,Sustantivo masculino,"""Virrey o gobernador provincial en el imperio Mogol.""",5,esp,,
NABAL,true,adjetivo,"""1.""",5,esp,,
NABAR,true,adjetivo,"""1. Perteneciente o relativo a los nabos""",5,esp,,
NABAS,true,nombre femenino,"""1. Planta bienal de la familia de las crucíferas de a de altura con hojas grandes ásperas gruesas rugosas las radicales partidas en tres lóbulos oblongos y enteras y lanceoladas las superiores flores pequeñas amarillas en espiga fruto seco en vainillas cilíndricas con muchas semillas menudas esféricas de color parduzco y sabor picante y raíz carnosa muy grande amarillenta o rojiza esferoidal o ahusada según las variedades que se emplea para alimento de las personas y ganados en las provincias del norte de donde se cultiva mucho""",5,esp,,
NABIS,null,N/A,"""N/A""",5,esp,,
NABLA,true,nombre femenino,"""1. Instrumento musical muy antiguo semejante a la lira pero de marco rectangular y diez cuerdas de alambre que se pulsaban con ambas manos nebel nebel""",5,esp,,
NABOS,true,nombre masculino,"""1. Planta anual de la familia de las crucíferas de a de altura con hojas glaucas rugosas lampiñas grandes partidas en tres lóbulos oblongos las radicales y enteras lanceoladas y algo envainadoras las superiores flores en espiga terminal pequeñas y amarillas fruto seco en vainillas cilíndricas con o semillas y raíz carnosa comestible ahusada blanca o amarillenta coyocho coyocho""",5,esp,,
NACAR,null,N/A,"""N/A""",5,esp,,
NACAS,true,adverbio,"""1. No de ninguna manera""",5,esp,,
NACED,true,verbo intransitivo,"""1. Dicho de un ser vivo Salir del vientre materno del huevo o de la semilla brotar brotar salir salir germinar germinar despuntar despuntar morir morir""",5,esp,,
NACEN,true,verbo intransitivo,"""1. Dicho de un ser vivo Salir del vientre materno del huevo o de la semilla brotar brotar salir salir germinar germinar despuntar despuntar morir morir""",5,esp,,
NACER,true,Verbo intransitivo,"""Llegar al mundo un nuevo animal vivíparo, después de haber terminado su periodo de gestación.""",5,esp,,
NACES,true,verbo intransitivo,"""1. Dicho de un ser vivo Salir del vientre materno del huevo o de la semilla brotar brotar salir salir germinar germinar despuntar despuntar morir morir""",5,esp,,
NACHA,true,adjetivo,"""1. de nariz poco prominente chato chato ñato ñato chingo chingo""",5,esp,,
NACHO,true,adjetivo,"""1. de nariz poco prominente chato chato ñato ñato chingo chingo""",5,esp,,
NACIA,true,Forma verbal,"""Primera persona del singular del pretérito imperfecto de indicativo de nacer.""",5,esp,,
NACIO,null,N/A,"""N/A""",5,esp,,
NACOS,true,nombre masculino,"""1. y Andullo de tabaco""",5,esp,,
NACRE,true,nombre masculino desusado,"""1.""",5,esp,,
NADAD,true,verbo intransitivo,"""1. Dicho de una persona o de un animal Trasladarse en el agua ayudándose de los movimientos necesarios y sin tocar el suelo ni otro apoyo bracear1 bracear1 bucear bucear sobreaguar sobreaguar""",5,esp,,
NADAL,true,nombre masculino desusado,"""1. Día de Navidad""",5,esp,,
NADAN,true,verbo intransitivo,"""1. Dicho de una persona o de un animal Trasladarse en el agua ayudándose de los movimientos necesarios y sin tocar el suelo ni otro apoyo bracear1 bracear1 bucear bucear sobreaguar sobreaguar""",5,esp,,
NADAR,true,Verbo intransitivo,""" Desplazarse en el agua u otro líquido por los propios medios, impulsándose por desplazamiento del medio fluido.""",5,esp,,
NADAS,null,N/A,"""N/A""",5,esp,,
NADEN,true,Forma verbal,"""Tercera persona del plural del presente de subjuntivo de nadar.""",5,esp,,
NADES,true,verbo intransitivo,"""1. Dicho de una persona o de un animal Trasladarse en el agua ayudándose de los movimientos necesarios y sin tocar el suelo ni otro apoyo bracear1 bracear1 bucear bucear sobreaguar sobreaguar""",5,esp,,
NADGA,true,nombre femenino desusado,"""1. porción carnosa y redondeada""",5,esp,,
NADIE,true,pronombre indefinido masculino singular,"""1. Ninguna persona Nadielovio. Nadie lo vio Nohablóconnadie. No habló con nadie ninguno ninguno alguien alguien""",5,esp,,
NADIR,true,nombre masculino,"""1. Punto de la esfera celeste diametralmente opuesto al cenit cenit cenit""",5,esp,,
NAFRA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de nafrar.""",5,esp,,
NAFRE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de nafrar.""",5,esp,,
NAFRO,null,N/A,"""N/A""",5,esp,,
NAFTA,true,Sustantivo femenino,"""Líquido volátil que constituye la porción más ligera del petróleo o de algunos de sus derivados. Se emplea en petroleoquímica y disolventes.""",5,esp,,
NAGUA,true,nombre femenino,"""1. Saya interior de tela blanca""",5,esp,,
NAHOA,true,adjetivo,"""1.""",5,esp,,
NAHUA,true,adjetivo,"""1. náhuatl náhuatl""",5,esp,,
NAIFE,true,nombre masculino,"""1. Diamante de calidad superior""",5,esp,,
NAIFS,true,adjetivo,"""1. Dicho del arte o de una obra artística Que se caracteriza por reflejar la realidad con deliberada ingenuidad aparentemente infantil y con poesía y simplicidad al arte""",5,esp,,
NAIPE,true,Sustantivo masculino,"""Cada una de las cartulinas oblongas y marcadas por un lado con una figura y una inscripción que especifica su valor, que se emplean para ciertos juegos de azar o habilidad""",5,esp,,
NAIRE,true,nombre masculino,"""1. Encargado de cuidar los elefantes y adiestrarlos""",5,esp,,
NAJAS,true,nombre femenino,"""1. Género de ofidios venenosos que tienen los dientes con surco para la salida del veneno la cabeza con placas y las primeras costillas dispuestas de modo que pueden dar al cuerpo a continuación de la cabeza la forma de disco la cobra y el áspid de""",5,esp,,
NALCA,true,Sustantivo femenino,"""Plantas, Alimentos: Pecíolo comestible de Gunnera tinctoria que se pela en una forma parecida a como se pelan las ramas de un apio, y posteriormente se come sólo o con sal. Su epidermis es verdosa o morada y está cubierta de espinas cortas, mientras su interior es fibroso, de color rosado intenso o blanquecino. Su sabor es refrescante con cierto grado de astringencia.""",5,esp,,
NALGA,true,Sustantivo femenino,"""Anatomía: Cada una del par de partes carnosas ubicadas por debajo de la columna vertebral y antes de los muslos.""",5,esp,,
NANAS,true,nombre femenino,"""1. Canto con que se arrulla a los niños arrullo arrullo arrorró arrorró arrurú arrurú arrurrú arrurrú rurrupata rurrupata""",5,esp,,
NANAY,true,Sustantivo masculino,"""Demostración física de afecto, en particular caricias muy suaves y abrazos.""",5,esp,,
NANCE,true,Sustantivo masculino,"""Botánica: (Byrsonima crassifolia) Árbol frutal de América, de climas cálidos. Es usado también como árbol ornamental.""",5,esp,,
NANEA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de nanear.""",5,esp,,
NANEE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de nanear.""",5,esp,,
NANEO,true,verbo intransitivo,"""1. Andar como los enanos o los patos""",5,esp,,
NANSA,true,nombre femenino,"""1. Nasa de pescar""",5,esp,,
NANSU,null,N/A,"""N/A""",5,esp,,
NANTA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de nantar.""",5,esp,,
NANTE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de nantar.""",5,esp,,
NANTO,null,N/A,"""N/A""",5,esp,,
NAPAS,null,N/A,"""N/A""",5,esp,,
NAPEA,true,adjetivo,"""1. Propio de las napeas.""",5,esp,,
NAPEO,true,adjetivo,"""1. Propio de las napeas.""",5,esp,,
NAQUE,null,N/A,"""N/A""",5,esp,,
NARCO,true,nombre masculino y femenino,"""1. narcotraficante narcotraficante traficante traficante""",5,esp,,
NARDO,true,Sustantivo masculino,"""Planta: (Nardostachys grandiflora) syn. (Nardostachys jatamansi) Planta de la familia de las valerianáceas, nativa del Himalaya y extendida a lo largo del Viejo Mundo ya en la Antigüedad. Alcanza 1 m de altura, con el tallo erecto recubierto de fibras rojizas, resto de las hojas basales, hojas oblongas a subovadas, glabras, e inflorescencias cimosas de 1 a 5 flores de color blanco, azul pálido o rosa. Forma rizomas subterráneos de los que se destila un aceite esencial muy aromático y medicinal""",5,esp,,
NARES,true,nombre femenino plural,"""1. órgano prominente""",5,esp,,
NARIZ,true,Sustantivo femenino,"""Anatomía: Órgano de la cara del ser humano utilizado para oler y respirar.""",5,esp,,
NARRA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de narrar.""",5,esp,,
NARRE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de narrar.""",5,esp,,
NARRO,true,verbo transitivo,"""1. Contar referir lo sucedido o un hecho o una historia ficticios relatar relatar contar contar referir referir historiar historiar exponer exponer reseñar reseñar""",5,esp,,
NASAL,true,Adjetivo,"""Relacionado con la nariz o propio de ella.""",5,esp,,
NASAS,true,nombre femenino,"""1. Arte de pesca que consiste en un cilindro de juncos entretejidos con una especie de embudo dirigido hacia adentro en una de sus bases y cerrado con una tapadera en la otra para poder vaciarlo nansa nansa cambín cambín catanga catanga garlito garlito buitrón buitrón""",5,esp,,
NASON,null,N/A,"""N/A""",5,esp,,
NASOS,true,nombre masculino,"""1. órgano prominente nariz nariz napia napia ñata ñata""",5,esp,,
NATAL,true,adjetivo,"""1. Dicho de un lugar En el que se ha nacido originario originario nativo nativo""",5,esp,,
NATAS,null,N/A,"""N/A""",5,esp,,
NATIA,null,N/A,"""N/A""",5,esp,,
NATIO,null,N/A,"""N/A""",5,esp,,
NATOS,true,adjetivo,"""1. Dicho de un título de honor o de un cargo Que va anejo al empleo o a la calidad de alguien""",5,esp,,
NATRI,true,nombre masculino,"""1. Arbusto natural de de la familia de las solanáceas de dos a tres metros de altura ramoso con tallos pubescentes flores blancas y hojas aovadas oblongas y puntiagudas usadas en cocimiento como febrífugo""",5,esp,,
NAUTA,true,nombre masculino y femenino,"""1. Persona cuya profesión o afición se ejerce en el mar o está relacionada con la Marina navegante navegante marinero marinero marino marino""",5,esp,,
NAVAL,true,Adjetivo,"""Relativo a la navegación""",5,esp,,
NAVAS,true,nombre femenino,"""1. Tierra sin árboles y llana a veces pantanosa situada generalmente entre montañas""",5,esp,,
NAVES,true,nombre femenino,"""1. embarcación barco barco embarcación embarcación navío navío nao nao bajel bajel buque buque leño leño pino1 pino1""",5,esp,,
NAVIO,true,Sustantivo masculino,"""Náutica, Vehículos: Barco de gran tamaño usado como nave de guerra, transporte o comercio a grandes distancias.""",5,esp,,
NAZCA,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de nacer.""",5,esp,,
NAZCO,true,verbo intransitivo,"""1. Dicho de un ser vivo Salir del vientre materno del huevo o de la semilla brotar brotar salir salir germinar germinar despuntar despuntar morir morir""",5,esp,,
NAZIS,true,adjetivo,"""1. Perteneciente o relativo al nacionalsocialismo nacionalsocialista nacionalsocialista antinazi antinazi""",5,esp,,
NEBEL,true,nombre masculino,"""1. nabla nabla""",5,esp,,
NEBIS,null,N/A,"""N/A""",5,esp,,
NEBLI,null,N/A,"""N/A""",5,esp,,
NEBRO,true,nombre masculino desusado,"""1.""",5,esp,,
NECEA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de necear.""",5,esp,,
NECEE,true,Forma verbal,"""Primera persona del singular del presente de subjuntivo de necear.""",5,esp,,
NECEO,true,verbo intransitivo,"""1. Decir necedades""",5,esp,,
NECIA,true,adjetivo,"""1. Ignorante y que no sabe lo que podía o debía saber ceporro ceporro ignorante ignorante palurdo palurdo zote zote culto culto sabio1 sabio1""",5,esp,,
NECIO,true,Adjetivo,"""Que no sabe algo que debería saber.""",5,esp,,
NEGAD,true,verbo transitivo,"""1. Decir que algo no existe no es verdad o no es como alguien cree o afirma contradecir contradecir desmentir desmentir rechazar rechazar refutar refutar rebatir rebatir impugnar impugnar oponerse oponerse afirmar afirmar confirmar confirmar ratificar ratificar""",5,esp,,
NEGAR,true,Verbo transitivo,"""Decir no, respondiendo a una pregunta.""",5,esp,,
NEGAS,null,N/A,"""N/A""",5,esp,,
NEGRA,true,Sustantivo femenino,"""Figura musical que vale un cuarto de la redonda, la mitad de la blanca y el doble de la corchea. Es representada con la cifra 4.""",5,esp,,
NEGRO,true,Adjetivo,"""Colores: De color extremadamente oscuro, propio de los cuerpos que no reflejan nada de luz o de la oscuridad más absoluta.""",5,esp,,
NEGUE,null,N/A,"""N/A""",5,esp,,
NEGUS,true,nombre masculino,"""1. Emperador de país de""",5,esp,,
NEJAS,true,adjetivo,"""1. que tiene manchas sucio sucio manchado manchado mugriento mugriento desaseado desaseado puerco puerco juco juco""",5,esp,,
NEJOS,true,adjetivo,"""1. que tiene manchas sucio sucio manchado manchado mugriento mugriento desaseado desaseado puerco puerco juco juco""",5,esp,,
NELDO,true,nombre masculino,"""1. eneldo eneldo aneldo aneldo aneto aneto avezón avezón""",5,esp,,
NELES,true,adverbio,"""1. y En el lenguaje estudiantil para negar""",5,esp,,
NEMAS,true,nombre femenino,"""1. Cierre o sello de una carta""",5,esp,,
NEMEA,true,adjetivo,"""1. Natural de ciudad de la antigua""",5,esp,,
NEMEO,true,adjetivo,"""1. Natural de ciudad de la antigua""",5,esp,,
NEMES,true,nombre masculino,"""1. Asfalto natural de""",5,esp,,
NEMON,true,nombre masculino desusado,"""1.""",5,esp,,
NENAS,true,nombre masculino y femenino,"""1. Niño de corta edad niño niño crío crío criatura criatura muchacho muchacho infante infante pequeño pequeño chico chico chiquillo chiquillo chiquilín chiquilín chamaco chamaco chavo2 chavo2 carajito carajito güiro4 güiro4 chipilín chipilín pelado1 pelado1 pibe pibe chango chango purrete purrete gurí gurí pebete pebete cipote2 cipote2 guacho guacho patojo patojo bicho bicho chaval chaval""",5,esp,,
NENES,true,nombre masculino y femenino,"""1. Niño de corta edad niño niño crío crío criatura criatura muchacho muchacho infante infante pequeño pequeño chico chico chiquillo chiquillo chiquilín chiquilín chamaco chamaco chavo2 chavo2 carajito carajito güiro4 güiro4 chipilín chipilín pelado1 pelado1 pibe pibe chango chango purrete purrete gurí gurí pebete pebete cipote2 cipote2 guacho guacho patojo patojo bicho bicho chaval chaval""",5,esp,,
NENIA,true,nombre femenino,"""1. En la antigua composición poética que se cantaba en las exequias de alguien""",5,esp,,
NEPES,true,nombre masculino,"""1. Salvado del maíz mondado compuesto de la cáscara del grano y de los embriones de la semilla""",5,esp,,
NERON,null,N/A,"""N/A""",5,esp,,
NESGA,true,Forma verbal,"""Tercera persona del singular del presente de indicativo de nesgar.""",5,esp,,
NESGO,true,verbo transitivo,"""1. Cortar una tela en dirección oblicua a la de sus hilos""",5,esp,,
NETAS,true,adjetivo,"""1. Limpio puro claro y bien definido limpio limpio puro puro claro claro nítido nítido preciso preciso transparente transparente desnudo desnudo vago2 vago2 difuso difuso""",5,esp,,
NETOS,true,adjetivo,"""1. Limpio puro claro y bien definido limpio limpio puro puro claro claro nítido nítido preciso preciso transparente transparente desnudo desnudo vago2 vago2 difuso difuso""",5,esp,,
NEUMA,true,nombre masculino,"""1. Notación que se empleaba para escribir la música antes del sistema actual""",5,esp,,
NEVAD,true,verbo intransitivo impersonal,"""1. Caer nieve neviscar neviscar cellisquear cellisquear ventiscar ventiscar ventisquear ventisquear trapear trapear""",5,esp,,
NEVAR,true,verbo intransitivo impersonal,"""1. Caer nieve neviscar neviscar cellisquear cellisquear ventiscar ventiscar ventisquear ventisquear trapear trapear""",5,esp,,
NEVAS,null,N/A,"""N/A""",5,esp,,
NEVOS,true,nombre masculino,"""1.""",5,esp,,
NEVUS,true,nombre masculino,"""1. Alteración congénita muy localizada de la pigmentación de la piel generalmente de color marrón o azulado""",5,esp,,
NEXOS,true,nombre masculino,"""1. unión lazo unión unión lazo lazo vínculo vínculo enlace enlace conexión conexión relación relación nudo1 nudo1""",5,esp,,
NIARA,true,nombre femenino,"""1. almiar almiar balaguero balaguero nial nial montonera montonera borguil borguil henazo henazo niazo niazo""",5,esp,,
