word,status,calification,definition,word_length,language
GOTEE,true,"""verbo intransitivo impersonal""","""Caer gotas pequeñas de lluvia lloviznar chispear molliznear molliznar orvallar""",5,esp
GOTEO,true,"""nombre masculino""","""Acción y efecto de gotear destilación filtración instilación chorreo lagrimeo""",5,esp
GOTON,null,null,null,null,null
GOYAS,true,"""adjetivo""","""sabelotodo sabiondo""",5,esp
GOYOS,true,"""adjetivo""","""sabelotodo sabiondo""",5,esp
GOZAD,true,"""verbo transitivo""","""Sentir placer o alegría a causa de algo Gozó la vista del mar disfrutar saborear sufrir padecer""",5,esp
GOZAN,true,"""verbo transitivo""","""Sentir placer o alegría a causa de algo Gozó la vista del mar disfrutar saborear sufrir padecer""",5,esp
GOZAR,true,"""verbo transitivo""","""Sentir placer o alegría a causa de algo Gozó la vista del mar disfrutar saborear sufrir padecer""",5,esp
GOZAS,true,"""verbo transitivo""","""Sentir placer o alegría a causa de algo Gozó la vista del mar disfrutar saborear sufrir padecer""",5,esp
GOZNE,true,"""nombre masculino""","""Herraje articulado con que se fijan las hojas de las puertas y ventanas al quicial para que al abrirlas o cerrarlas giren sobre aquel charnela bisagra pernio""",5,esp
GOZON,null,null,null,null,null
GOZOS,true,"""nombre masculino""","""Sentimiento de complacencia en la posesión recuerdo o esperanza de bienes o cosas apetecibles placer2 gusto gustazo disfrute deleite deleitación satisfacción goce gozada regalo complacencia fruición voluptuosidad disgusto amargura""",5,esp
GRABA,true,"""verbo transitivo""","""Señalar con incisión o abrir y labrar en hueco o en relieve sobre una superficie un letrero una figura o una representación de cualquier objeto labrar tallar2 cincelar litografiar morder esculpir""",5,esp
GRABE,true,"""verbo transitivo""","""Señalar con incisión o abrir y labrar en hueco o en relieve sobre una superficie un letrero una figura o una representación de cualquier objeto labrar tallar2 cincelar litografiar morder esculpir""",5,esp
GRABO,true,"""verbo transitivo""","""Señalar con incisión o abrir y labrar en hueco o en relieve sobre una superficie un letrero una figura o una representación de cualquier objeto labrar tallar2 cincelar litografiar morder esculpir""",5,esp
GRADA,true,"""nombre femenino""","""peldaño escalón grado1""",5,esp
GRADE,true,"""verbo transitivo""","""Desmenuzar y allanar con la grada la tierra después de arada""",5,esp
GRADO,true,"""nombre masculino""","""Cada uno de los diversos estados o niveles que en relación de menor a mayor puede tener algo Sufre quemaduras de primer grado Concedieron al preso el tercer grado nivel""",5,esp
GRAFO,true,"""nombre masculino""","""Unidad abstracta que comprende el conjunto de grafías de una letra""",5,esp
GRAIS,null,null,null,null,null
GRAJA,true,"""nombre masculino y femenino""","""Ave muy semejante al cuervo con el cuerpo de color violáceo negruzco y la base del pico desprovista de plumas cuerva1""",5,esp
GRAJO,true,"""nombre masculino y femenino""","""Ave muy semejante al cuervo con el cuerpo de color violáceo negruzco y la base del pico desprovista de plumas cuerva1""",5,esp
GRAMA,true,"""nombre femenino""","""Planta medicinal de la familia de las gramíneas con el tallo cilíndrico y rastrero que echa raicillas por los nudos y tiene hojas cortas planas y agudas y flores en espigas filiformes que salen en número de tres o de cinco en la extremidad de las cañitas de unos de largo chépica""",5,esp
GRAME,null,null,null,null,null
GRAMO,true,"""nombre masculino""","""Unidad de masa del sistema internacional equivalente a una milésima parte de kilogramo""",5,esp
GRANA,true,"""nombre femenino""","""Acción y efecto de granar granazón""",5,esp
GRAND,true,"""adjetivo desusado""","""grande.""",5,esp
GRANE,true,"""verbo intransitivo""","""Dicho de una planta o de una parte de ella como las espigas o los racimos Producir y desarrollar el grano madurar fructificar crecer desarrollarse empanarse""",5,esp
GRANO,true,"""nombre masculino""","""Semilla y fruto de los cereales semilla fruto cereal""",5,esp
GRANT,true,"""adjetivo desusado""","""grande.""",5,esp
GRAOS,true,"""nombre masculino""","""Playa que sirve de desembarcadero desembarcadero fondeadero atracadero""",5,esp
GRAPA,true,"""nombre femenino""","""Pieza de hierro u otro metal cuyos dos extremos doblados y aguzados se clavan para unir o sujetar dos tablas u otras cosas laña gafa arpón enganche gancho hierro grampa""",5,esp
GRAPE,true,"""verbo transitivo""","""Sujetar con grapas engrapar coser engrampar desgrapar""",5,esp
GRAPO,true,"""nombre masculino y femenino""","""Miembro de la banda terrorista""",5,esp
GRASA,true,"""nombre masculino y femenino""","""Persona de hábitos y preferencias vulgares""",5,esp
GRASO,true,"""adjetivo""","""Pingüe mantecoso y que tiene gordura grasiento grasoso untuoso seboso adiposo craso crasiento pingüe gordo pringoso aceitoso magro""",5,esp
GRATA,true,"""nombre femenino""","""Escobilla de metal que sirve para limpiar raspar o bruñir""",5,esp
GRATE,true,"""verbo transitivo""","""Limpiar o bruñir con la grata""",5,esp
GRATO,true,"""adjetivo""","""Gustoso agradable agradable placentero gustoso amable satisfactorio ameno desagradable ingrato""",5,esp
GRAVA,true,"""nombre femenino""","""Conjunto de piedras lisas y pequeñas""",5,esp
GRAVE,true,"""adjetivo""","""Dicho de una cosa Que pesa La caída de los graves pesado ligero""",5,esp
GRAVO,true,"""verbo transitivo""","""Cargar pesar sobre alguien o algo cargar pesar1 gravitar""",5,esp
GREBA,true,"""nombre femenino""","""Pieza de la armadura antigua que cubría la pierna desde la rodilla hasta el pie""",5,esp
GRECA,true,"""adjetivo""","""Perteneciente o relativo a griego1""",5,esp
GRECO,true,"""adjetivo""","""Perteneciente o relativo a griego1""",5,esp
GREDA,true,"""nombre femenino""","""Arcilla arenosa por lo común de color blanco azulado usada principalmente para absorber grasa y en la fabricación de cerámica arcilla buro""",5,esp
GREEN,true,"""nombre masculino""","""En el campo de golf zona de césped bajo y muy cuidado situada alrededor de cada hoyo""",5,esp
GRELO,true,"""nombre masculino""","""Hoja tierna y comestible de los tallos del nabo nabiza""",5,esp
GRENO,true,"""nombre masculino""","""Persona de raza negra""",5,esp
GREÑA,true,"""nombre femenino""","""Cabellera revuelta y mal compuesta pelambrera melena1 maraña vedija1 lana chasca2 pajón""",5,esp
GRIAL,true,"""nombre masculino""","""Vaso o plato místico que en los libros de caballería se supone haber servido para la institución del sacramento eucarístico cáliz""",5,esp
GRIDA,true,"""nombre femenino""","""Gritería que se tomaba frecuentemente como señal para que los soldados tomasen las armas""",5,esp
GRIFA,true,"""nombre femenino""","""agrifada""",5,esp
GRIFE,null,null,null,null,null
GRIFO,true,"""adjetivo""","""Dicho del cabello Crespo o enmarañado crespo enrulado rizado""",5,esp
GRIJA,true,"""nombre femenino desusado""","""guijarro.""",5,esp
GRILL,true,"""nombre masculino""","""utensilio de hierro parrilla2 rejilla""",5,esp
GRIMA,true,"""nombre femenino""","""disgusto disgusto asco desazón aversión desagrado repugnancia sofocón""",5,esp
GRIPA,true,"""nombre femenino""","""gripe trancazo influenza catarro resfriado enfriamiento""",5,esp
GRIPE,true,"""nombre femenino""","""Enfermedad epidémica aguda acompañada de fiebre y con manifestaciones variadas especialmente catarrales gripa influenza trancazo resfriado catarro enfriamiento""",5,esp
GRIPO,true,"""nombre masculino""","""Especie de bajel para transportar géneros""",5,esp
GRISA,true,"""nombre femenino desusado""","""Piel de una especie de ardilla de""",5,esp
GRISU,null,null,null,null,null
GRITA,true,"""nombre femenino""","""Confusión de voces altas y desentonadas""",5,esp
GRITE,true,"""verbo intransitivo""","""Levantar la voz más de lo acostumbrado chillar vocear vociferar susurrar""",5,esp
GRITO,true,"""nombre masculino""","""Voz muy esforzada y levantada chillido alarido voz berrido bramido rugido aullido clamor susurro""",5,esp
GROAD,true,"""verbo intransitivo""","""croar""",5,esp
GROAN,true,"""verbo intransitivo""","""croar""",5,esp
GROAR,true,"""verbo intransitivo""","""croar""",5,esp
GROAS,true,"""verbo intransitivo""","""croar""",5,esp
GROEN,true,"""verbo intransitivo""","""croar""",5,esp
GROES,true,"""verbo intransitivo""","""croar""",5,esp
GROGS,true,"""nombre masculino""","""Bebida caliente hecha con ron u otro licor agua azúcar y limón""",5,esp
GROJO,true,"""nombre masculino""","""Variedad de enebro""",5,esp
GROMO,true,"""nombre masculino""","""brote embrionario yema botón""",5,esp
GROSA,true,"""nombre femenino desusado""","""Renta de una prebenda""",5,esp
GROSO,null,null,null,null,null
GRUAS,null,null,null,null,null
GRUIA,null,null,null,null,null
GRUID,true,"""verbo intransitivo""","""Dicho de una grulla Gritar emitir sonidos""",5,esp
GRUIR,true,"""verbo intransitivo""","""Dicho de una grulla Gritar emitir sonidos""",5,esp
GRUIS,true,"""verbo intransitivo""","""Dicho de una grulla Gritar emitir sonidos""",5,esp
GRUJA,true,"""nombre femenino""","""Hormigón de piedras menudas arena y cemento""",5,esp
GRUJE,true,"""verbo transitivo""","""Igualar con el grujidor los bordes de los vidrios después de cortados estos con el diamante""",5,esp
GRUJI,null,null,null,null,null
GRUJO,true,"""verbo transitivo""","""Igualar con el grujidor los bordes de los vidrios después de cortados estos con el diamante""",5,esp
GRUMO,true,"""nombre masculino""","""Parte de una sustancia que se coagula Grumo de sangre de leche coágulo cuajarón burujo borujo condensación""",5,esp
GRUÑA,true,"""verbo intransitivo""","""Dar gruñidos bramar roncar guarrear cuillar rumbar1""",5,esp
GRUÑE,true,"""verbo intransitivo""","""Dar gruñidos bramar roncar guarrear cuillar rumbar1""",5,esp
GRUÑI,null,null,null,null,null
GRUÑO,true,"""verbo intransitivo""","""Dar gruñidos bramar roncar guarrear cuillar rumbar1""",5,esp
GRUPA,true,"""nombre femenino""","""Ancas de una caballería anca cuadril cadera cuadra gurupa""",5,esp
GRUPI,null,null,null,null,null
GRUPO,true,"""nombre masculino""","""Pluralidad de seres o cosas que forman un conjunto material o mentalmente considerado agrupación conjunto clase género categoría familia orden especie colección masa multitud montón agrupación asociación corporación congregación colectividad comunidad reunión banda2 panda pandilla peña cuadrilla bandada camarilla fracción liga1 clan familia rama1""",5,esp
GRUTA,true,"""nombre femenino""","""Caverna natural o artificial caverna cueva antro sima cavidad socavón fosa túnel galería subterráneo mina2 oquedad espelunca""",5,esp
GRUYA,true,"""verbo intransitivo""","""Dicho de una grulla Gritar emitir sonidos""",5,esp
GRUYE,true,"""verbo intransitivo""","""Dicho de una grulla Gritar emitir sonidos""",5,esp
GRUYO,true,"""verbo intransitivo""","""Dicho de una grulla Gritar emitir sonidos""",5,esp
GUABA,true,"""nombre femenino""","""árbol guamo pacay guama cuajinicuil quijinicuil pacae guabo""",5,esp
GUABO,true,"""nombre masculino""","""árbol guamo pacay guaba guama cuajinicuil quijinicuil pacae""",5,esp
GUACA,true,"""nombre femenino""","""Sepulcro de los antiguos indígenas americanos principalmente de el y el en que se encuentran a menudo objetos de valor sepulcro""",5,esp
GUACO,true,"""nombre masculino""","""Planta de la familia de las compuestas con tallos de a de longitud sarmentosos y volubles hojas grandes ovales acorazonadas en la base y puntiagudas en su extremo flores blancas en forma de campanilla de cuatro en cuatro y con olor fuerte nauseabundo Este bejuco es propio de la intertropical y el cocimiento de las hojas se considera de singular virtud contra las picaduras de animales venenosos las obstrucciones el reumatismo y aun el cólera""",5,esp
GUADO,true,"""nombre masculino desusado""","""Color amarillo como el de la flor de la gualda""",5,esp
GUAIS,true,"""interjección""","""ay.""",5,esp
GUAJA,true,"""nombre masculino y femenino""","""Pillo tunante granuja""",5,esp
GUAJE,true,"""nombre masculino""","""Planta de la familia de las cucurbitáceas rastrera con hojas verdes acorazonadas en el haz y con vellosidades grises en el envés flores grandes amarillas en forma de campanilla y frutos grandes que cuando están maduros son generalmente de color amarillento mate""",5,esp
GUALA,true,"""nombre femenino""","""Ave palmípeda con el pico verdoso el plumaje rojo oscuro y blanco por el pecho""",5,esp
GUAMA,true,"""nombre femenino""","""Fruto del guamo legumbre de hasta medio metro de longitud y cuatro centímetros de anchura chata rígida parda y cubierta de vello que se desprende con facilidad la cual encierra diez o más senos con sendas semillas ovales cubiertas de una sustancia comestible muy dulce blanca como copos de algodón guaba pacay jiquinicuil cuajinicuil jaquinicuil jinicuil pacae nacaspilo cuje cujín cujinicuil""",5,esp
GUAME,true,"""nombre masculino""","""Cosa fácil de hacer""",5,esp
GUAMO,true,"""nombre masculino""","""Árbol americano de la familia de las mimosáceas de ocho a diez metros de altura con tronco delgado y liso hojas alternas compuestas de hojuelas elípticas y flores blanquecinas en espigas axilares con vello sedoso Su fruto es la guama y se planta para dar sombra al café""",5,esp
GUANO,true,"""nombre masculino""","""Materia excrementicia de aves marinas que se encuentra acumulada en gran cantidad en las costas y en varias islas del y del norte de y que se utiliza como abono en la agricultura estiércol abono1""",5,esp
GUAOS,true,"""nombre masculino""","""Arbusto de la y el de la familia de las anacardiáceas con hojas compuestas lisas por encima y tomentosas por el envés y flores pequeñas y rojas La semilla alimenta al ganado de cerda y la madera se usa para hacer carbón""",5,esp
GUAPA,true,"""adjetivo""","""Bien parecido bello hermoso agraciado lindo bonito2 apuesto atractivo majo chulo pintón machazo feo""",5,esp
GUAPE,true,"""adjetivo""","""nacido de un mismo parto mellizo cuate morocho cuache chacho2 guate2 jimagua chachaguato cuape""",5,esp
GUAPO,true,"""adjetivo""","""Bien parecido bello hermoso agraciado lindo bonito2 apuesto atractivo majo chulo pintón machazo feo""",5,esp
GUARA,true,"""nombre femenino""","""Árbol parecido al castaño""",5,esp
GUARE,true,"""verbo transitivo desusado""","""hacer que un enfermo recupere la salud""",5,esp
GUARI,null,null,null,null,null
GUARO,true,"""nombre masculino""","""Especie de loro pequeño mayor que el perico y muy locuaz""",5,esp
GUASA,true,"""nombre femenino coloquial""","""Chanza burla broma1 chiste burla pitorreo chanza chacota cachondeo chunga""",5,esp
GUASO,true,"""adjetivo""","""grosero incivil guasamaco guarango1 bagual""",5,esp
GUATA,true,"""nombre femenino""","""Lámina gruesa de algodón en rama engomada por ambas caras que sirve para acolchados o como material de relleno algodón relleno""",5,esp
GUATE,true,"""nombre masculino""","""Maíz destinado a forraje que se siembra muy tupido y por no da fruto""",5,esp
GUATO,true,"""nombre masculino""","""Cordón de los zapatos""",5,esp
GUAYA,true,"""nombre femenino""","""Lloro o lamentación""",5,esp
GUAYE,true,"""verbo intransitivo desusado""","""Llorar lamentarse""",5,esp
GUAYO,true,"""nombre masculino""","""Árbol de la familia de las rosáceas de madera dura y colorada""",5,esp
GUBIA,true,"""nombre femenino""","""Formón de mediacaña delgado que usan los carpinteros y otros artífices para labrar superficies curvas formón""",5,esp
GUEÑA,null,null,null,null,null
GUERA,null,null,null,null,null
GUERO,null,null,null,null,null
GUETO,true,"""nombre masculino""","""Judería marginada dentro de una ciudad""",5,esp
GUIAD,true,"""verbo transitivo""","""Ir delante mostrando el camino dirigir llevar conducir encaminar orientar""",5,esp
GUIAN,null,null,null,null,null
GUIAR,true,"""verbo transitivo""","""Ir delante mostrando el camino dirigir llevar conducir encaminar orientar""",5,esp
GUIAS,true,"""verbo transitivo""","""Ir delante mostrando el camino dirigir llevar conducir encaminar orientar""",5,esp
GUIDA,true,"""adjetivo""","""Bueno en su género""",5,esp
GUIDO,true,"""adjetivo""","""Bueno en su género""",5,esp
GUIEN,null,null,null,null,null
GUIES,true,"""verbo transitivo""","""Ir delante mostrando el camino dirigir llevar conducir encaminar orientar""",5,esp
GUIFA,true,"""nombre femenino""","""Despojos del matadero""",5,esp
GUIJA,true,"""nombre femenino""","""Piedra lisa y pequeña que se encuentra en las orillas y cauces de los ríos y arroyos guijarro""",5,esp
GUIJO,true,"""nombre masculino""","""Conjunto de piedras redondeadas de pequeño tamaño que se emplea para consolidar y rellenar los caminos grava gravilla cascajo firme balasto""",5,esp
GUILA,null,null,null,null,null
GUILO,null,null,null,null,null
GUINA,null,null,null,null,null
GUINO,null,null,null,null,null
GUIÑA,true,"""verbo transitivo""","""Cerrar un ojo momentáneamente quedando el otro abierto a veces con disimulo por vía de señal o advertencia bizquear bizcar cucar""",5,esp
GUIÑE,true,"""verbo transitivo""","""Cerrar un ojo momentáneamente quedando el otro abierto a veces con disimulo por vía de señal o advertencia bizquear bizcar cucar""",5,esp
GUIÑO,true,"""nombre masculino""","""Acción de cerrar un ojo momentáneamente guiñada""",5,esp
GUION,true,"""nombre masculino""","""Escrito en que breve y ordenadamente se han apuntado algunas ideas o cosas con objeto de que sirva de guía para determinado fin esquema sinopsis""",5,esp
GUIPA,true,"""verbo transitivo""","""Ver percibir descubrir""",5,esp
GUIPE,true,"""verbo transitivo""","""Ver percibir descubrir""",5,esp
GUIPO,true,"""verbo transitivo""","""Ver percibir descubrir""",5,esp
GUIRA,null,null,null,null,null
GUIRE,null,null,null,null,null
GUIRI,true,"""nombre masculino coloquial""","""planta tojo1""",5,esp
GUIRO,null,null,null,null,null
GUISA,true,"""nombre femenino""","""Modo manera o semejanza de algo modo forma manera suerte estilo""",5,esp
GUISE,true,"""verbo transitivo""","""Preparar los alimentos sometiéndolos a la acción del calor cocinar adobar estofar2""",5,esp
GUISO,true,"""nombre masculino""","""Comida guisada guisado estofado1 puchero olla""",5,esp
GUITA,true,"""nombre femenino""","""Cuerda delgada de cáñamo cuerda cordel bramante""",5,esp
GUITE,true,"""verbo transitivo""","""Coser o labrar con cuerda""",5,esp
GUITO,true,"""adjetivo""","""Dicho de un animal de carga Que es falso""",5,esp
GUIYE,true,"""nombre masculino coloquial""","""Maniobra o trabajo que permite ganar dinero sin demasiado esfuerzo""",5,esp
GUJAS,true,"""nombre femenino""","""Archa enastada o lanza con hierro en forma de cuchilla ancha y de unos de largo que usaron los archeros""",5,esp
GULAG,true,"""nombre masculino""","""En la antigua""",5,esp
GULAR,true,"""adjetivo""","""Perteneciente o relativo a la garganta""",5,esp
GULAS,true,"""nombre femenino""","""Exceso en la comida o bebida y apetito desordenado de comer y beber glotonería voracidad frugalidad""",5,esp
GULAY,true,"""nombre masculino""","""hortaliza verdura verdolaga""",5,esp
GULES,true,"""nombre masculino""","""Color heráldico que en pintura se representa por el rojo vivo y en el grabado por líneas verticales muy finas y apretadas goles""",5,esp
GUMIA,null,null,null,null,null
GURDA,true,"""adjetivo""","""Necio simple insensato""",5,esp
GURDO,true,"""adjetivo""","""Necio simple insensato""",5,esp
GURIS,null,null,null,null,null
GURUS,null,null,null,null,null
GUSTA,true,"""verbo transitivo""","""Sentir y percibir el sabor de las cosas probar degustar catar saborear paladear""",5,esp
GUSTE,true,"""verbo transitivo""","""Sentir y percibir el sabor de las cosas probar degustar catar saborear paladear""",5,esp
GUSTO,true,"""nombre masculino""","""Sentido corporal con el que se perciben sustancias químicas disueltas como las de los alimentos paladar""",5,esp
GUZGA,true,"""adjetivo coloquial""","""glotón voraz insaciable comilón tragón hambrón zampón hartón tagarote""",5,esp
GUZGO,true,"""adjetivo coloquial""","""glotón voraz insaciable comilón tragón hambrón zampón hartón tagarote""",5,esp
GUZLA,true,"""nombre femenino""","""Instrumento de música de una sola cuerda de crin a modo de rabel característico de la región de""",5,esp
HABAR,true,"""nombre masculino""","""Terreno sembrado de habas""",5,esp
HABAS,true,"""nombre femenino""","""Planta herbácea anual de la familia de las papilionáceas con tallo ramoso de un metro aproximadamente con hojas compuestas de hojuelas elípticas de color verde azulado flores blancas o rosáceas y fruto en vaina de unos doce centímetros de largo que contiene cinco o seis semillas oblongas y aplastadas faba""",5,esp
HABER,true,"""verbo auxiliar""","""para conjugar otros verbos en los tiempos compuestos Yo he amado Tú habrás leído tener""",5,esp
HABIA,null,null,null,null,null
HABIL,null,null,null,null,null
HABIZ,true,"""nombre masculino""","""Donación de inmuebles hecha bajo ciertas condiciones a las mezquitas o a otras instituciones religiosas de los musulmanes habús""",5,esp
HABLA,true,"""nombre femenino""","""Facultad de hablar Perder el habla voz palabra lenguaje""",5,esp
HABLE,true,"""verbo intransitivo""","""Emitir palabras comunicar expresar decir1 proferir enunciar pronunciar resollar locutar gritar vocear clamar exclamar susurrar murmurar cuchichear musitar bisbisear balbucir tartamudear gaguear trabarse cancanear callar""",5,esp
HABLO,true,"""verbo intransitivo""","""Emitir palabras comunicar expresar decir1 proferir enunciar pronunciar resollar locutar gritar vocear clamar exclamar susurrar murmurar cuchichear musitar bisbisear balbucir tartamudear gaguear trabarse cancanear callar""",5,esp
HABON,null,null,null,null,null
HABRA,null,null,null,null,null
HABRE,null,null,null,null,null
HABUS,null,null,null,null,null
HACAN,null,null,null,null,null
HACED,true,"""verbo transitivo""","""Producir algo darle el primer ser producir fabricar realizar elaborar confeccionar construir componer formar crear inventar engendrar concebir urdir originar emprender establecer destruir deshacer""",5,esp
HACEN,true,"""verbo transitivo""","""Producir algo darle el primer ser producir fabricar realizar elaborar confeccionar construir componer formar crear inventar engendrar concebir urdir originar emprender establecer destruir deshacer""",5,esp
HACER,true,"""verbo transitivo""","""Producir algo darle el primer ser producir fabricar realizar elaborar confeccionar construir componer formar crear inventar engendrar concebir urdir originar emprender establecer destruir deshacer""",5,esp
HACES,null,null,null,null,null
HACHA,true,"""nombre femenino""","""Vela de cera grande y gruesa de forma por lo común de prisma cuadrangular y con cuatro pabilos hachón hachote antorcha cirio vela1 velón blandón""",5,esp
HACHE,true,"""nombre femenino""","""Letra h""",5,esp
HACHO,true,"""nombre masculino""","""Manojo de paja o esparto encendido para alumbrar""",5,esp
HACIA,true,"""preposición""","""Denota el sentido de un movimiento una tendencia o una actitud Salió hacia la playa Miró hacia el futuro Amor hacia el prójimo""",5,esp
HADAR,true,"""verbo transitivo desusado""","""Dicho del hado Determinar algo""",5,esp
HADAS,true,"""nombre femenino""","""Ser fantástico que se representa bajo la forma de mujer a quien se atribuyen poderes mágicos espíritu ninfa mago1 hechicera""",5,esp
HADOS,true,"""nombre masculino""","""En la tradición clásica fuerza desconocida que obra irresistiblemente sobre los dioses los hombres y los sucesos""",5,esp
HAFIZ,true,"""nombre masculino""","""Guarda veedor conservador""",5,esp
HAGAN,true,"""verbo transitivo""","""Producir algo darle el primer ser producir fabricar realizar elaborar confeccionar construir componer formar crear inventar engendrar concebir urdir originar emprender establecer destruir deshacer""",5,esp
HAGAS,true,"""verbo transitivo""","""Producir algo darle el primer ser producir fabricar realizar elaborar confeccionar construir componer formar crear inventar engendrar concebir urdir originar emprender establecer destruir deshacer""",5,esp
HAIGA,true,"""nombre masculino coloquial""","""Automóvil muy grande y ostentoso normalmente de origen norteamericano""",5,esp
HALAD,true,"""verbo transitivo""","""Tirar de un cabo de una lona o de un remo en el acto de bogar jalar tirar""",5,esp
HALAN,true,"""verbo transitivo""","""Tirar de un cabo de una lona o de un remo en el acto de bogar jalar tirar""",5,esp
HALAR,true,"""verbo transitivo""","""Tirar de un cabo de una lona o de un remo en el acto de bogar jalar tirar""",5,esp
HALAS,true,"""verbo transitivo""","""Tirar de un cabo de una lona o de un remo en el acto de bogar jalar tirar""",5,esp
HALDA,true,"""nombre femenino""","""Arpillera grande con que se envuelven y empacan algunos géneros como el algodón y la paja""",5,esp
HALEN,true,"""verbo transitivo""","""Tirar de un cabo de una lona o de un remo en el acto de bogar jalar tirar""",5,esp
HALES,true,"""verbo transitivo""","""Tirar de un cabo de una lona o de un remo en el acto de bogar jalar tirar""",5,esp
HALLA,true,"""verbo transitivo""","""Dar con alguien o algo que se busca encontrar localizar ubicar acertar topar1 tropezar""",5,esp
HALLE,true,"""verbo transitivo""","""Dar con alguien o algo que se busca encontrar localizar ubicar acertar topar1 tropezar""",5,esp
HALLO,true,"""verbo transitivo""","""Dar con alguien o algo que se busca encontrar localizar ubicar acertar topar1 tropezar""",5,esp
HALON,null,null,null,null,null
HALOS,true,"""nombre masculino""","""Meteoro luminoso consistente en un cerco de colores pálidos que suele aparecer alrededor de los discos del Sol y de la Luna cerco anillo corona aureola""",5,esp
HAMEZ,true,"""nombre femenino""","""Cortadura que se produce en las plumas a las aves de cetrería por no alimentarlas bien""",5,esp
HAMPA,true,"""nombre femenino""","""Conjunto de los maleantes especialmente de los organizados en bandas y con normas de conducta particulares mafia delincuencia picaresca golfería granujería chusma canalla""",5,esp
HAMPO,true,"""adjetivo desusado""","""Perteneciente o relativo al hampa""",5,esp
HANZO,true,"""nombre masculino desusado""","""alegría satisfacción""",5,esp
HAPAX,null,null,null,null,null
HARAN,null,null,null,null,null
HARAS,true,"""nombre masculino""","""sitio destinado a la cría de caballos potrero1""",5,esp
HARBA,true,"""verbo intransitivo""","""jadear acezar resollar""",5,esp
HARBE,true,"""verbo intransitivo""","""jadear acezar resollar""",5,esp
HARBO,true,"""verbo intransitivo""","""jadear acezar resollar""",5,esp
HARCA,true,"""nombre femenino""","""En expedición militar de tropas indígenas de organización irregular""",5,esp
HARDA,true,"""nombre femenino desusado""","""arda1.""",5,esp
HAREM,true,"""nombre masculino""","""En casas musulmanas zona en que viven las mujeres serrallo gineceo""",5,esp
HAREN,null,null,null,null,null
HARIA,null,null,null,null,null
HARMA,true,"""nombre femenino""","""Especie de""",5,esp
HARON,null,null,null,null,null
HARPA,true,"""nombre femenino""","""Instrumento musical de forma triangular con cuerdas colocadas verticalmente y que se tocan con ambas manos""",5,esp
HARRE,true,"""interjección""","""para estimular a las bestias""",5,esp
HARTA,true,"""adjetivo""","""Fastidiado cansado cansado aburrido desencantado molesto fastidiado""",5,esp
HARTE,true,"""verbo transitivo""","""Saciar incluso con exceso a alguien el apetito de comer o beber saciar satisfacer saturar llenarse inflarse hincharse ahitar2 atracar atiborrar jambarse atipujarse empachar estomagar cebar empapuzar""",5,esp
HARTO,true,"""adjetivo""","""Fastidiado cansado cansado aburrido desencantado molesto fastidiado""",5,esp
HASTA,true,"""preposición""","""Indica el límite final de una trayectoria en el espacio o en el tiempo Trabajan hasta las tres Llegaremos hasta la cima""",5,esp
HATEA,true,"""verbo transitivo""","""Recoger la ropa y otros objetos de uso personal cuando se va a salir de viaje""",5,esp
HATEE,true,"""verbo transitivo""","""Recoger la ropa y otros objetos de uso personal cuando se va a salir de viaje""",5,esp
HATEO,true,"""verbo transitivo""","""Recoger la ropa y otros objetos de uso personal cuando se va a salir de viaje""",5,esp
HATOS,true,"""nombre masculino""","""Ropa y otros objetos que alguien tiene para el uso preciso y ordinario fardo lío petate hatillo hatería bulto""",5,esp
HAUTE,true,"""nombre masculino""","""Escudo de armas adornado de cota donde se pintan las armas de distintos linajes las unas enteramente descubiertas y las otras la mitad solo como que lo que falta lo encubre la parte ya pintada""",5,esp
HAVAR,true,"""adjetivo""","""Dicho de una persona De la tribu berberisca de una de las más antiguas del septentrional""",5,esp
HAVOS,true,"""nombre masculino""","""conjunto de celdillas de las colmenas panal favo tártano bresca""",5,esp
HAYAL,true,"""nombre masculino""","""Sitio poblado de""",5,esp
HAYAN,true,"""verbo auxiliar""","""para conjugar otros verbos en los tiempos compuestos Yo he amado Tú habrás leído tener""",5,esp
HAYAS,null,null,null,null,null
HAYOS,true,"""nombre masculino""","""coca1.""",5,esp
HAZAS,true,"""nombre femenino""","""Porción de tierra labrantía o de sembradura besana""",5,esp
HEBEN,null,null,null,null,null
HEBRA,true,"""nombre femenino""","""Porción de hilo estambre seda u otra materia hilada que para coser algo suele meterse por el ojo de una aguja hilo hila1 filamento hilván cabo1 fibra brizna""",5,esp
HECES,true,"""nombre femenino""","""En las preparaciones líquidas parte de desperdicio que se deposita en el fondo de las cubas o vasijas poso sedimento depósito desperdicio precipitado asiento madre""",5,esp
HECHA,true,"""nombre femenino desusado""","""acción""",5,esp
HECHO,true,"""adjetivo""","""Acabado maduro Hombre árbol vino hecho acabado completo perfecto cabal maduro adulto consumado""",5,esp
HEDED,true,"""verbo intransitivo""","""Despedir un olor muy malo y penetrante apestar atufar1 corromper carcavinar perfumar aromatizar""",5,esp
HEDER,true,"""verbo intransitivo""","""Despedir un olor muy malo y penetrante apestar atufar1 corromper carcavinar perfumar aromatizar""",5,esp
HEDES,null,null,null,null,null
HEDIA,null,null,null,null,null
HEDIO,null,null,null,null,null
HEDOR,true,"""nombre masculino""","""Olor desagradable y penetrante peste hediondez fetidez pestilencia tufo1 patada1 zopilotera chicuije perfume""",5,esp
